-0.092769	-0.098034	-0.096241	-0.094449	-0.092656	-0.090863	-0.096128	-0.094335	-0.092543	-0.09075	-0.088957	-0.094222	-0.092429	-0.090637	-0.088844	-0.087051	-0.092316	-0.090523	-0.088731	-0.086938	-0.085145	-0.09792	-0.096128	-0.094335	-0.092543	-0.09075	-0.096014	-0.094222	-0.092429	-0.090637	-0.088844	-0.094108	-0.092316	-0.090523	-0.088731	-0.086938	-0.092202	-0.09041	-0.088617	-0.086825	-0.085032	-0.090296	-0.088504	-0.086711	-0.084919	-0.083126	-0.095901	-0.094108	-0.092316	-0.090523	-0.088731	-0.093995	-0.092202	-0.09041	-0.088617	-0.086825	-0.092089	-0.090296	-0.088504	-0.086711	-0.084919	-0.090183	-0.08839	-0.086598	-0.084805	-0.083013	-0.088277	-0.086484	-0.084692	-0.082899	-0.081107	-0.093882	-0.092089	-0.090296	-0.088504	-0.086711	-0.091976	-0.090183	-0.08839	-0.086598	-0.084805	-0.09007	-0.088277	-0.086484	-0.084692	-0.082899	-0.088164	-0.086371	-0.084578	-0.082786	-0.080993	-0.086258	-0.084465	-0.082672	-0.08088	-0.079087	-0.091862	-0.09007	-0.088277	-0.086484	-0.084692	-0.089956	-0.088164	-0.086371	-0.084578	-0.082786	-0.08805	-0.086258	-0.084465	-0.082672	-0.08088	-0.086144	-0.084352	-0.082559	-0.080766	-0.078974	-0.084238	-0.082446	-0.080653	-0.07886	-0.077068
0.09584	-0.14436	-0.082741	-0.021124	0.040492	0.10211	-0.13809	-0.076473	-0.014857	0.046759	0.10838	-0.13182	-0.070205	-0.0085892	0.053027	0.11464	-0.12555	-0.063938	-0.0023216	0.059295	0.12091	-0.14046	-0.078844	-0.017227	0.044389	0.106	-0.13419	-0.072576	-0.01096	0.050656	0.11227	-0.12792	-0.066308	-0.0046923	0.056924	0.11854	-0.12166	-0.060041	0.0015753	0.063191	0.12481	-0.11539	-0.053773	0.0078429	0.069459	0.13108	-0.1303	-0.068679	-0.0070629	0.054553	0.11617	-0.12403	-0.062412	-0.00079533	0.060821	0.12244	-0.11776	-0.056144	0.0054723	0.067088	0.1287	-0.11149	-0.049876	0.01174	0.073356	0.13497	-0.10522	-0.043609	0.018007	0.079624	0.14124	-0.12013	-0.058515	0.0031016	0.064718	0.12633	-0.11386	-0.052247	0.0093692	0.070985	0.1326	-0.1076	-0.045979	0.015637	0.077253	0.13887	-0.10133	-0.039712	0.021904	0.083521	0.14514	-0.09506	-0.033444	0.028172	0.089788	0.1514	-0.10997	-0.04835	0.013266	0.074882	0.1365	-0.1037	-0.042082	0.019534	0.08115	0.14277	-0.097431	-0.035815	0.025801	0.087417	0.14903	-0.091163	-0.029547	0.032069	0.093685	0.1553	-0.084896	-0.02328	0.038336	0.099953	0.16157
-0.1391	-0.046139	-0.053533	-0.060928	-0.068322	-0.075717	0.017245	0.00985	0.0024556	-0.0049389	-0.012333	0.080628	0.073233	0.065839	0.058445	0.05105	0.14401	0.13662	0.12922	0.12183	0.11443	-0.10985	-0.11725	-0.12464	-0.13204	-0.13943	-0.046469	-0.053863	-0.061258	-0.068652	-0.076047	0.016915	0.0095202	0.0021258	-0.0052687	-0.012663	0.080298	0.072904	0.065509	0.058115	0.05072	0.14368	0.13629	0.12889	0.1215	0.1141	-0.11018	-0.11758	-0.12497	-0.13237	-0.13976	-0.046799	-0.054193	-0.061587	-0.068982	-0.076376	0.016585	0.0091904	0.001796	-0.0055985	-0.012993	0.079968	0.072574	0.065179	0.057785	0.05039	0.14335	0.13596	0.12856	0.12117	0.11377	-0.11051	-0.11791	-0.1253	-0.1327	-0.14009	-0.047128	-0.054523	-0.061917	-0.069312	-0.076706	0.016255	0.0088606	0.0014662	-0.0059283	-0.013323	0.079639	0.072244	0.06485	0.057455	0.050061	0.14302	0.13563	0.12823	0.12084	0.11344	-0.11084	-0.11824	-0.12563	-0.13302	-0.14042	-0.047458	-0.054853	-0.062247	-0.069642	-0.077036	0.015925	0.0085308	0.0011364	-0.0062581	-0.013653	0.079309	0.071914	0.06452	0.057125	0.049731	0.14269	0.1353	0.1279	0.12051	0.11311
-0.14679	-0.102	-0.11316	-0.12433	-0.1355	-0.14666	-0.10187	-0.11304	-0.1242	-0.13537	-0.14653	-0.10174	-0.11291	-0.12407	-0.13524	-0.1464	-0.10161	-0.11278	-0.12394	-0.13511	-0.14627	-0.03946	-0.050625	-0.06179	-0.072956	-0.084121	-0.039331	-0.050497	-0.061662	-0.072827	-0.083992	-0.039203	-0.050368	-0.061533	-0.072699	-0.083864	-0.039074	-0.05024	-0.061405	-0.07257	-0.083735	-0.038946	-0.050111	-0.061276	-0.072442	-0.083607	0.023208	0.012043	0.00087748	-0.010288	-0.021453	0.023337	0.012171	0.001006	-0.010159	-0.021325	0.023465	0.0123	0.0011346	-0.010031	-0.021196	0.023594	0.012428	0.0012632	-0.0099021	-0.021067	0.023722	0.012557	0.0013917	-0.0097736	-0.020939	0.085876	0.074711	0.063545	0.05238	0.041215	0.086005	0.074839	0.063674	0.052509	0.041343	0.086133	0.074968	0.063803	0.052637	0.041472	0.086262	0.075096	0.063931	0.052766	0.041601	0.08639	0.075225	0.06406	0.052894	0.041729	0.14854	0.13738	0.12621	0.11505	0.10388	0.14867	0.13751	0.12634	0.11518	0.10401	0.1488	0.13764	0.12647	0.11531	0.10414	0.14893	0.13776	0.1266	0.11543	0.10427	0.14906	0.13789	0.12673	0.11556	0.1044
0.9512	-0.0054317	-0.01475	-0.024068	-0.033386	-0.042704	0.00066082	-0.0086574	-0.017976	-0.027294	-0.036612	0.0067533	-0.0025649	-0.011883	-0.021201	-0.030519	0.012846	0.0035276	-0.0057906	-0.015109	-0.024427	-0.006021	-0.015339	-0.024657	-0.033976	-0.043294	7.1489e-05	-0.0092467	-0.018565	-0.027883	-0.037201	0.006164	-0.0031542	-0.012472	-0.021791	-0.031109	0.012256	0.0029383	-0.0063799	-0.015698	-0.025016	0.018349	0.0090308	-0.00028743	-0.0096056	-0.018924	-0.00051784	-0.009836	-0.019154	-0.028472	-0.037791	0.0055746	-0.0037435	-0.013062	-0.02238	-0.031698	0.011667	0.0023489	-0.0069692	-0.016287	-0.025606	0.01776	0.0084414	-0.00087677	-0.010195	-0.019513	0.023852	0.014534	0.0052157	-0.0041025	-0.013421	0.0049853	-0.0043329	-0.013651	-0.022969	-0.032287	0.011078	0.0017596	-0.0075586	-0.016877	-0.026195	0.01717	0.0078521	-0.0014661	-0.010784	-0.020102	0.023263	0.013945	0.0046264	-0.0046918	-0.01401	0.029355	0.020037	0.010719	0.0014007	-0.0079175	0.010488	0.0011703	-0.0081479	-0.017466	-0.026784	0.016581	0.0072627	-0.0020554	-0.011374	-0.020692	0.022673	0.013355	0.004037	-0.0052811	-0.014599	0.028766	0.019448	0.01013	0.00081134	-0.0085068	0.034858	0.02554	0.016222	0.0069038	-0.0024144
-0.011358	0.96667	-0.027211	-0.021091	-0.014971	-0.0088503	-0.030824	-0.024704	-0.018584	-0.012463	-0.0063428	-0.028317	-0.022197	-0.016076	-0.0099557	-0.0038353	-0.025809	-0.019689	-0.013569	-0.0074482	-0.0013278	-0.028945	-0.022824	-0.016704	-0.010584	-0.0044632	-0.026437	-0.020317	-0.014197	-0.0080761	-0.0019557	-0.02393	-0.017809	-0.011689	-0.0055686	0.0005518	-0.021422	-0.015302	-0.0091815	-0.0030611	0.0030593	-0.018915	-0.012794	-0.006674	-0.00055361	0.0055668	-0.02205	-0.01593	-0.0098094	-0.003689	0.0024314	-0.019543	-0.013422	-0.0073019	-0.0011815	0.0049389	-0.017035	-0.010915	-0.0047944	0.001326	0.0074464	-0.014528	-0.0084073	-0.0022869	0.0038335	0.0099539	-0.01202	-0.0058998	0.00022056	0.006341	0.012461	-0.015156	-0.0090352	-0.0029148	0.0032056	0.009326	-0.012648	-0.0065277	-0.00040734	0.0057131	0.011833	-0.010141	-0.0040203	0.0021002	0.0082206	0.014341	-0.0076332	-0.0015128	0.0046077	0.010728	0.016848	-0.0051257	0.00099474	0.0071151	0.013236	0.019356	-0.0082611	-0.0021407	0.0039797	0.0101	0.016221	-0.0057536	0.00036684	0.0064872	0.012608	0.018728	-0.0032461	0.0028743	0.0089947	0.015115	0.021236	-0.00073858	0.0053818	0.011502	0.017623	0.023743	0.0017689	0.0078893	0.01401	0.02013	0.026251
-0.019047	-0.025947	0.9764	-0.021248	-0.018898	-0.016548	-0.023449	-0.021099	-0.018749	-0.0164	-0.01405	-0.02095	-0.018601	-0.016251	-0.013902	-0.011552	-0.018452	-0.016103	-0.013753	-0.011403	-0.0090538	-0.021798	-0.019449	-0.017099	-0.014749	-0.0124	-0.0193	-0.01695	-0.014601	-0.012251	-0.0099016	-0.016802	-0.014452	-0.012103	-0.009753	-0.0074034	-0.014304	-0.011954	-0.0096044	-0.0072548	-0.0049052	-0.011805	-0.0094558	-0.0071062	-0.0047566	-0.0024071	-0.015151	-0.012802	-0.010452	-0.0081026	-0.005753	-0.012653	-0.010304	-0.007954	-0.0056044	-0.0032548	-0.010155	-0.0078054	-0.0054558	-0.0031062	-0.00075664	-0.0076568	-0.0053072	-0.0029576	-0.00060804	0.0017415	-0.0051586	-0.002809	-0.00045944	0.0018902	0.0042397	-0.0085046	-0.006155	-0.0038054	-0.0014558	0.00089378	-0.0060064	-0.0036568	-0.0013072	0.0010424	0.003392	-0.0035082	-0.0011586	0.001191	0.0035406	0.0058902	-0.00101	0.0013396	0.0036892	0.0060388	0.0083883	0.0014882	0.0038378	0.0061874	0.0085369	0.010887	-0.0018578	0.00049181	0.0028414	0.005191	0.0075406	0.00064041	0.00299	0.0053396	0.0076892	0.010039	0.0031386	0.0054882	0.0078378	0.010187	0.012537	0.0056368	0.0079864	0.010336	0.012686	0.015035	0.008135	0.010485	0.012834	0.015184	0.017533
-0.026735	-0.018562	-0.019983	0.9786	-0.022825	-0.024247	-0.016073	-0.017494	-0.018915	-0.020336	-0.021758	-0.013584	-0.015005	-0.016426	-0.017848	-0.019269	-0.011095	-0.012516	-0.013937	-0.015359	-0.01678	-0.014651	-0.016073	-0.017494	-0.018915	-0.020336	-0.012163	-0.013584	-0.015005	-0.016426	-0.017848	-0.0096737	-0.011095	-0.012516	-0.013937	-0.015359	-0.0071848	-0.0086061	-0.010027	-0.011449	-0.01287	-0.004696	-0.0061172	-0.0075384	-0.0089597	-0.010381	-0.0082525	-0.0096737	-0.011095	-0.012516	-0.013937	-0.0057636	-0.0071848	-0.0086061	-0.010027	-0.011449	-0.0032747	-0.004696	-0.0061172	-0.0075384	-0.0089597	-0.00078584	-0.0022071	-0.0036283	-0.0050495	-0.0064708	0.001703	0.0002818	-0.0011394	-0.0025607	-0.0039819	-0.0018535	-0.0032747	-0.004696	-0.0061172	-0.0075384	0.00063539	-0.00078584	-0.0022071	-0.0036283	-0.0050495	0.0031243	0.001703	0.0002818	-0.0011394	-0.0025607	0.0056132	0.0041919	0.0027707	0.0013494	-7.1789e-05	0.008102	0.0066808	0.0052596	0.0038383	0.0024171	0.0045455	0.0031243	0.001703	0.0002818	-0.0011394	0.0070344	0.0056132	0.0041919	0.0027707	0.0013494	0.0095233	0.008102	0.0066808	0.0052596	0.0038383	0.012012	0.010591	0.0091697	0.0077484	0.0063272	0.014501	0.01308	0.011659	0.010237	0.0088161
-0.034424	-0.011176	-0.016368	-0.021561	0.97325	-0.031945	-0.0086969	-0.013889	-0.019081	-0.024273	-0.029465	-0.0062173	-0.011409	-0.016601	-0.021793	-0.026986	-0.0037377	-0.0089298	-0.014122	-0.019314	-0.024506	-0.0075048	-0.012697	-0.017889	-0.023081	-0.028273	-0.0050252	-0.010217	-0.015409	-0.020601	-0.025793	-0.0025457	-0.0077377	-0.01293	-0.018122	-0.023314	-6.6086e-05	-0.0052581	-0.01045	-0.015642	-0.020834	0.0024135	-0.0027786	-0.0079706	-0.013163	-0.018355	-0.0013536	-0.0065457	-0.011738	-0.01693	-0.022122	0.001126	-0.0040661	-0.0092581	-0.01445	-0.019642	0.0036055	-0.0015865	-0.0067786	-0.011971	-0.017163	0.0060851	0.00089305	-0.004299	-0.0094911	-0.014683	0.0085647	0.0033726	-0.0018194	-0.0070115	-0.012204	0.0047976	-0.00039446	-0.0055865	-0.010779	-0.015971	0.0072772	0.0020851	-0.0031069	-0.008299	-0.013491	0.0097567	0.0045647	-0.00062737	-0.0058194	-0.011011	0.012236	0.0070443	0.0018522	-0.0033399	-0.0085319	0.014716	0.0095238	0.0043318	-0.00086029	-0.0060523	0.010949	0.0057567	0.00056468	-0.0046274	-0.0098194	0.013428	0.0082363	0.0030443	-0.0021478	-0.0073399	0.015908	0.010716	0.0055238	0.00033177	-0.0048603	0.018388	0.013195	0.0080034	0.0028113	-0.0023807	0.020867	0.015675	0.010483	0.0052909	9.8851e-05
-0.042113	-0.0037913	-0.012754	-0.021717	-0.03068	0.96036	-0.001321	-0.010284	-0.019247	-0.02821	-0.037173	0.0011493	-0.0078136	-0.016776	-0.025739	-0.034702	0.0036195	-0.0053434	-0.014306	-0.023269	-0.032232	-0.00035813	-0.009321	-0.018284	-0.027247	-0.03621	0.0021121	-0.0068507	-0.015814	-0.024776	-0.033739	0.0045824	-0.0043805	-0.013343	-0.022306	-0.031269	0.0070527	-0.0019102	-0.010873	-0.019836	-0.028799	0.0095229	0.00056005	-0.0084028	-0.017366	-0.026329	0.0055453	-0.0034176	-0.01238	-0.021343	-0.030306	0.0080155	-0.00094734	-0.0099102	-0.018873	-0.027836	0.010486	0.0015229	-0.00744	-0.016403	-0.025366	0.012956	0.0039932	-0.0049697	-0.013933	-0.022895	0.015426	0.0064634	-0.0024994	-0.011462	-0.020425	0.011449	0.0024858	-0.0064771	-0.01544	-0.024403	0.013919	0.0049561	-0.0040068	-0.01297	-0.021933	0.016389	0.0074263	-0.0015366	-0.010499	-0.019462	0.018859	0.0098966	0.00093371	-0.0080292	-0.016992	0.02133	0.012367	0.003404	-0.0055589	-0.014522	0.017352	0.0083892	-0.00057368	-0.0095366	-0.018499	0.019822	0.010859	0.0018966	-0.0070663	-0.016029	0.022293	0.01333	0.0043668	-0.004596	-0.013559	0.024763	0.0158	0.0068371	-0.0021258	-0.011089	0.027233	0.01827	0.0093074	0.0003445	-0.0086184
