94.8557	110.722	98.3436	
65.3953	137.581	196.349	
105.393	238.536	245.929	
58.9206	92.4286	53.1429	
132.857	151.901	165.703	
98.0814	121.703	140.64	
21.6875	143.969	115.367	
168.726	168.863	158.444	
142.15	153.15	22.95	
34.869	67.5119	55.7857	
27.8235	180.191	196.338	
15.2095	108.919	66.9054	
207.951	200.508	190.869	
137.167	166.667	230.639	
27.2973	201.568	250.432	
8.23077	32.9231	117.692	
47.9483	195.379	215.552	
20.6255	124.536	87.8596	
205.686	149.314	6.74286	
22.4179	48.2836	23.6716	
9.80882	47	215.368	
74.2927	95.1179	107.533	
111.165	121.841	110.347	
44.6429	81.9643	170.571	
51.9899	150.879	119.626	
116	137.638	154.231	
100.425	141.816	231.92	
71.1667	154.548	55.0952	
139.542	146.7	142.6	
14.3929	120.786	231.071	
87.542	106.567	117.744	
112.178	160.333	196.333	
81.6069	103.31	90.2828	
89.1562	113.938	191.656	
152.614	169.772	181.218	
36.2022	160.539	137.067	
51.79	92.57	210.68	
41.7714	75.1714	87.3143	
170.69	198.071	212	
158.759	111.621	8.65517	
71.0096	118.865	227.577	
66.1463	168.683	148.415	
78.5645	173.71	187.419	
184.248	185.089	182.01	
63.8811	86.6224	87.0909	
122.753	132.418	127.171	
15.7714	82.8286	31.2429	
57.25	231.114	251.068	
36.7266	137.82	100.223	
12.4062	43.7188	165	
